type,title,country,date_added,release_year,rating,listed_in,Platform
Movie,Black Mirror: Bandersnatch,United States,28-12-2018,2018.0,TV-MA,"Dramas, International Movies, Sci-Fi & Fantasy",Netflix
TV Show,Hashoter Hatov,Israel,28-12-2018,2015.0,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",Netflix
Movie,Life Ki Toh Lag Gayi,India,28-12-2018,2012.0,TV-MA,"Action & Adventure, Comedies, Dramas",Netflix
TV Show,Murder Mountain,United States,28-12-2018,2018.0,TV-MA,"Crime TV Shows, Docuseries",Netflix
TV Show,Selection Day,India,28-12-2018,2018.0,TV-14,"International TV Shows, TV Dramas, Teen TV Shows",Netflix
Movie,The Birth Reborn 3,,28-12-2018,2018.0,TV-14,"Documentaries, International Movies",Netflix
Movie,When Angels Sleep,Spain,28-12-2018,2018.0,TV-MA,"Dramas, International Movies, Thrillers",Netflix
TV Show,Stand Up and Away! with Brian Regan,United States,24-12-2018,2018.0,TV-PG,"Stand-Up Comedy & Talk Shows, TV Comedies",Netflix
TV Show,Way Back into Love,Taiwan,24-12-2018,2011.0,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
TV Show,Watership Down,"United Kingdom, Ireland, United States",23-12-2018,2018.0,TV-PG,"British TV Shows, International TV Shows, TV Action & Adventure",Netflix
TV Show,Demon's Path,,22-12-2018,2018.0,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
TV Show,People Just Do Nothing,United Kingdom,22-12-2018,2018.0,TV-MA,"British TV Shows, TV Comedies",Netflix
TV Show,Single Ladies Senior,,22-12-2018,2018.0,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
TV Show,7 Days Out,United States,21-12-2018,2018.0,TV-PG,Docuseries,Netflix
Movie,Bad Seeds,"France, Belgium",21-12-2018,2018.0,TV-MA,"Comedies, Dramas, International Movies",Netflix
Movie,Bird Box,United States,21-12-2018,2018.0,R,"Dramas, Sci-Fi & Fantasy, Thrillers",Netflix
TV Show,Jojo's World,Taiwan,21-12-2018,2017.0,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
TV Show,LAST HOPE,Japan,21-12-2018,2018.0,TV-14,"Anime Series, International TV Shows",Netflix
TV Show,Lion Pride,Taiwan,21-12-2018,2017.0,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
TV Show,Love @ Seventeen,Taiwan,21-12-2018,2016.0,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
TV Show,Perfume,Germany,21-12-2018,2018.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
TV Show,Sirius the Jaeger,Japan,21-12-2018,2018.0,TV-MA,"Anime Series, International TV Shows, TV Thrillers",Netflix
Movie,Struggle: The Life and Lost Art of Szukalski,"Poland, United States",21-12-2018,2018.0,TV-MA,Documentaries,Netflix
TV Show,Wolf,Turkey,21-12-2018,2018.0,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",Netflix
Movie,0.99930555555555556,Singapore,20-12-2018,2011.0,R,"Horror Movies, International Movies",Netflix
Movie,Aggretsuko: We Wish You a Metal Christmas,Japan,20-12-2018,2018.0,TV-PG,Movies,Netflix
TV Show,Fate/stay night: Unlimited Blade Works,Japan,20-12-2018,2015.0,TV-14,"Anime Series, International TV Shows",Netflix
Movie,Imperfect,Singapore,20-12-2018,2012.0,TV-MA,"Action & Adventure, International Movies",Netflix
Movie,Lang Tong,Singapore,20-12-2018,2015.0,TV-MA,"International Movies, Thrillers",Netflix
Movie,Miss J Contemplates Her Choice,Singapore,20-12-2018,2014.0,TV-MA,"Dramas, International Movies, Thrillers",Netflix
Movie,Ascharyachakit!,India,19-12-2018,2018.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
TV Show,Ellen DeGeneres: Relatable,United States,18-12-2018,2018.0,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Netflix
Movie,Lilli,India,17-12-2018,2018.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
Movie,Prince of Peoria: A Christmas Moose Miracle,United States,17-12-2018,2018.0,TV-G,"Children & Family Movies, Comedies",Netflix
Movie,Andhadhun,India,16-12-2018,2018.0,TV-14,"Comedies, Dramas, International Movies",Netflix
TV Show,Ashes of Love,China,16-12-2018,2018.0,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix
Movie,Dragons: Dawn of the Dragon Racers,United States,16-12-2018,2014.0,TV-PG,"Children & Family Movies, Comedies",Netflix
TV Show,DreamWorks Holiday Classics,United States,16-12-2018,2011.0,TV-PG,"Kids' TV, TV Comedies",Netflix
Movie,Kill the Messenger,United States,16-12-2018,2014.0,R,"Dramas, Thrillers",Netflix
Movie,Maps to the Stars,"Canada, Germany, France, United States",16-12-2018,2014.0,R,"Comedies, Dramas",Netflix
Movie,Springsteen on Broadway,United States,16-12-2018,2018.0,TV-MA,Music & Musicals,Netflix
Movie,The Theory of Everything,"United Kingdom, Japan",16-12-2018,2014.0,PG-13,"Dramas, Romantic Movies",Netflix
Movie,F.R.E.D.I.,United States,15-12-2018,2018.0,TV-PG,"Children & Family Movies, Sci-Fi & Fantasy",Netflix
TV Show,Flowers,United Kingdom,15-12-2018,2018.0,TV-MA,"British TV Shows, International TV Shows, TV Comedies",Netflix
Movie,Kita Kita,Philippines,15-12-2018,2017.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,Once in a Lifetime Sessions with George Ezra,United States,15-12-2018,2018.0,TV-MA,"Documentaries, Music & Musicals",Netflix
Movie,Once in a Lifetime Sessions with Kasabian,United States,15-12-2018,2018.0,TV-MA,"Documentaries, Music & Musicals",Netflix
Movie,Once in a Lifetime Sessions with OneRepublic,United States,15-12-2018,2018.0,TV-PG,"Documentaries, Music & Musicals",Netflix
Movie,Once in a Lifetime Sessions with Snow Patrol,United States,15-12-2018,2018.0,TV-MA,"Documentaries, Music & Musicals",Netflix
Movie,Sad Hill Unearthed,Spain,15-12-2018,2017.0,TV-14,"Documentaries, International Movies",Netflix
Movie,Vanjagar Ulagam,India,15-12-2018,2018.0,TV-MA,"Dramas, International Movies, Thrillers",Netflix
TV Show,Hymn of Death,South Korea,14-12-2018,2018.0,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix
TV Show,Inside the Real Narcos,,14-12-2018,2018.0,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",Netflix
Movie,ROMA,"Mexico, United States",14-12-2018,2018.0,R,"Dramas, Independent Movies, International Movies",Netflix
TV Show,The Fix,United States,14-12-2018,2018.0,TV-MA,TV Comedies,Netflix
TV Show,The Innocent Man,United States,14-12-2018,2018.0,TV-MA,"Crime TV Shows, Docuseries",Netflix
TV Show,Tidelands,Australia,14-12-2018,2018.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
TV Show,Travelers,"Canada, United States",14-12-2018,2018.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
TV Show,Voltron: Legendary Defender,United States,14-12-2018,2018.0,TV-Y7,Kids' TV,Netflix
TV Show,Back Street Girls -GOKUDOLS-,Japan,12-12-2018,2018.0,TV-MA,"Anime Series, International TV Shows",Netflix
Movie,"Out of Many, One",United States,12-12-2018,2018.0,TV-PG,Documentaries,Netflix
Movie,Vir Das: Losing It,United States,11-12-2018,2018.0,TV-MA,Stand-Up Comedy,Netflix
Movie,5 Star Christmas,Italy,07-12-2018,2018.0,TV-14,"Comedies, International Movies",Netflix
TV Show,Dogs of Berlin,Germany,07-12-2018,2018.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
Movie,Dumplin',United States,07-12-2018,2018.0,PG-13,"Comedies, Dramas, Independent Movies",Netflix
Movie,Free Rein: The Twelve Neighs of Christmas,,07-12-2018,2018.0,TV-G,"Children & Family Movies, Dramas",Netflix
Movie,Mowgli: Legend of the Jungle,"United Kingdom, United States",07-12-2018,2018.0,PG-13,"Action & Adventure, Children & Family Movies, Dramas",Netflix
TV Show,Neo Yokio,United States,07-12-2018,2018.0,TV-MA,"TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows",Netflix
TV Show,Pine Gap,Australia,07-12-2018,2018.0,TV-MA,"International TV Shows, TV Dramas",Netflix
Movie,ReMastered: Who Killed Jam Master Jay?,,07-12-2018,2018.0,TV-MA,"Documentaries, Music & Musicals",Netflix
Movie,Super Monsters and the Wish Star,,07-12-2018,2018.0,TV-Y,Children & Family Movies,Netflix
Movie,The American Meme,United States,07-12-2018,2018.0,TV-MA,Documentaries,Netflix
Movie,RUSSELL BRAND: RE:BIRTH,,04-12-2018,2018.0,TV-MA,Stand-Up Comedy,Netflix
TV Show,The Sound of Your Heart: Reboot,South Korea,03-12-2018,2018.0,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",Netflix
TV Show,Memories of the Alhambra,South Korea,02-12-2018,2018.0,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",Netflix
Movie,Teefa in Trouble,Pakistan,02-12-2018,2018.0,TV-14,"Action & Adventure, Comedies, International Movies",Netflix
Movie,A Beautiful Life,"China, Hong Kong",01-12-2018,2011.0,TV-14,"Dramas, International Movies, Romantic Movies",Netflix
Movie,Accident,Hong Kong,01-12-2018,2009.0,TV-MA,"International Movies, Thrillers",Netflix
Movie,"Ayotzinapa, el paso de la tortuga",Mexico,01-12-2018,2018.0,TV-MA,"Documentaries, International Movies",Netflix
Movie,Battle,"Norway, Denmark, Netherlands, Sweden",01-12-2018,2018.0,TV-MA,"Dramas, International Movies, Romantic Movies",Netflix
Movie,Blind Detective,"Hong Kong, China",01-12-2018,2013.0,TV-MA,"Action & Adventure, Comedies, International Movies",Netflix
Movie,Break Up 100,Hong Kong,01-12-2018,2014.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Chal Bhaag,India,01-12-2018,2014.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,Crossroads: One Two Jaga,Malaysia,01-12-2018,2018.0,TV-14,"Dramas, International Movies",Netflix
Movie,Don't Go Breaking My Heart,Hong Kong,01-12-2018,2011.0,TV-PG,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Don't Go Breaking My Heart 2,"Hong Kong, China",01-12-2018,2014.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Faraar,Australia,01-12-2018,2015.0,TV-14,"Action & Adventure, Dramas, International Movies",Netflix
TV Show,Haunted House,,01-12-2018,2017.0,TV-G,"Kids' TV, Korean TV Shows",Netflix
Movie,Helios,"Hong Kong, China, United States",01-12-2018,2015.0,TV-14,"Action & Adventure, International Movies",Netflix
Movie,Line Walker,"China, Hong Kong",01-12-2018,2016.0,TV-MA,"Action & Adventure, Dramas, International Movies",Netflix
Movie,Look for a Star,Hong Kong,01-12-2018,2009.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Oddbods: The Festive Menace,,01-12-2018,2018.0,TV-Y,Movies,Netflix
Movie,Once a Gangster,Hong Kong,01-12-2018,2010.0,TV-MA,"Action & Adventure, Comedies, International Movies",Netflix
Movie,Power Paandi,India,01-12-2018,2017.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
Movie,Roll With Me,United States,01-12-2018,2017.0,TV-MA,"Documentaries, Sports Movies",Netflix
Movie,SDU: Sex Duties Unit,Hong Kong,01-12-2018,2013.0,TV-MA,"Comedies, International Movies",Netflix
Movie,Set Off,China,01-12-2018,2008.0,TV-MA,"Dramas, International Movies",Netflix
TV Show,1983,"Poland, United States",30-11-2018,2018.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
Movie,A Christmas Prince: The Royal Wedding,United States,30-11-2018,2018.0,TV-PG,"Children & Family Movies, Dramas, Romantic Movies",Netflix
Movie,Angela's Christmas,"Ireland, Canada",30-11-2018,2018.0,TV-Y,Children & Family Movies,Netflix
TV Show,Death by Magic,United States,30-11-2018,2018.0,TV-PG,Reality TV,Netflix
Movie,El club de los insomnes,Mexico,30-11-2018,2018.0,TV-MA,"Dramas, International Movies",Netflix
Movie,Happy as Lazzaro,"Italy, Switzerland, France, Germany",30-11-2018,2018.0,PG-13,"Dramas, Independent Movies, International Movies",Netflix
TV Show,Love and Fortune,Japan,30-11-2018,2018.0,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
Movie,Manto,India,30-11-2018,2018.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
Movie,Rajma Chawal,India,30-11-2018,2018.0,TV-MA,"Comedies, Dramas, International Movies",Netflix
TV Show,Spy Kids: Mission Critical,"United States, Canada",30-11-2018,2018.0,TV-Y7,Kids' TV,Netflix
Movie,The World Is Yours,France,30-11-2018,2018.0,TV-MA,"Action & Adventure, Comedies, International Movies",Netflix
Movie,Time Share,"Mexico, Netherlands",30-11-2018,2018.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
TV Show,Bumping Mics with Jeff Ross & Dave Attell,United States,27-11-2018,2018.0,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Netflix
TV Show,Minecraft: Story Mode,"United States, Sweden",27-11-2018,2015.0,TV-PG,Kids' TV,Netflix
Movie,My Little Pony Friendship Is Magic: Best Gift Ever,United States,25-11-2018,2018.0,TV-Y,Children & Family Movies,Netflix
TV Show,Frontier,Canada,23-11-2018,2018.0,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",Netflix
TV Show,Fugitiva,Spain,23-11-2018,2018.0,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix
TV Show,Sick Note,United Kingdom,23-11-2018,2018.0,TV-MA,"British TV Shows, International TV Shows, TV Comedies",Netflix
TV Show,Mystery Science Theater 3000: The Return,United States,22-11-2018,2018.0,TV-14,"TV Comedies, TV Sci-Fi & Fantasy",Netflix
Movie,The Christmas Chronicles,United States,22-11-2018,2018.0,TV-PG,"Children & Family Movies, Comedies",Netflix
Movie,The Tribe,Spain,21-11-2018,2018.0,TV-MA,"Comedies, International Movies",Netflix
TV Show,Kulipari: Dream Walker,,20-11-2018,2018.0,TV-Y7,Kids' TV,Netflix
TV Show,Paap-O-Meter,,20-11-2018,2017.0,TV-Y7,"Kids' TV, TV Comedies",Netflix
Movie,Puppy Star Christmas,"United States, Canada",20-11-2018,2018.0,PG,"Children & Family Movies, Comedies",Netflix
Movie,Sabrina,Indonesia,20-11-2018,2018.0,TV-MA,"Horror Movies, International Movies",Netflix
Movie,Target,Indonesia,20-11-2018,2018.0,TV-14,"Comedies, Horror Movies, International Movies",Netflix
TV Show,The Final Table,United States,20-11-2018,2018.0,TV-PG,Reality TV,Netflix
Movie,Trevor Noah: Son of Patricia,United States,20-11-2018,2018.0,TV-MA,Stand-Up Comedy,Netflix
Movie,The Pixar Story,United States,18-11-2018,2007.0,G,Documentaries,Netflix
TV Show,Eternal Love,China,17-11-2018,2017.0,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
TV Show,La DoÃ±a,"United States, Mexico",17-11-2018,2016.0,TV-14,"Spanish-Language TV Shows, TV Dramas",Netflix
TV Show,Silvana Sin Lana,United States,17-11-2018,2016.0,TV-14,"Romantic TV Shows, Spanish-Language TV Shows, TV Comedies",Netflix
Movie,Cam,United States,16-11-2018,2018.0,TV-MA,"Horror Movies, Independent Movies, Thrillers",Netflix
Movie,Nothing to Hide,"France, Belgium",16-11-2018,2018.0,TV-MA,"Comedies, Dramas, International Movies",Netflix
TV Show,Ponysitters Club,Canada,16-11-2018,2018.0,TV-G,"Kids' TV, TV Dramas",Netflix
Movie,The Ballad of Buster Scruggs,United States,16-11-2018,2018.0,R,"Comedies, Dramas",Netflix
Movie,The Princess Switch,United States,16-11-2018,2018.0,TV-G,"Children & Family Movies, Dramas, Romantic Movies",Netflix
TV Show,Vai Anitta,Brazil,16-11-2018,2018.0,TV-MA,"Docuseries, International TV Shows, Reality TV",Netflix
Movie,Aalorukkam,India,15-11-2018,2018.0,TV-PG,"Dramas, Independent Movies, International Movies",Netflix
TV Show,Beyblade Burst Evolution,,15-11-2018,2017.0,TV-Y,"Anime Series, Kids' TV",Netflix
Movie,Christmas Wedding Planner,Canada,15-11-2018,2017.0,PG,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Halkaa,India,15-11-2018,2018.0,TV-14,"Comedies, Dramas, Independent Movies",Netflix
Movie,May the Devil Take You,Indonesia,15-11-2018,2018.0,TV-MA,"Horror Movies, International Movies",Netflix
Movie,Muzaffarnagar Baaqi Hai,India,15-11-2018,2015.0,TV-MA,"Documentaries, International Movies",Netflix
Movie,Odu Raja Odu,India,15-11-2018,2018.0,TV-14,"Comedies, Independent Movies, International Movies",Netflix
Movie,Savita Damodar Paranjpe,India,15-11-2018,2018.0,TV-14,"Horror Movies, International Movies",Netflix
Movie,The Giant,Spain,15-11-2018,2017.0,TV-14,"Dramas, International Movies",Netflix
Movie,BuyBust,Philippines,13-11-2018,2018.0,TV-MA,"Action & Adventure, International Movies",Netflix
Movie,Loudon Wainwright III: Surviving Twin,,13-11-2018,2018.0,TV-14,Music & Musicals,Netflix
TV Show,Warrior,Denmark,13-11-2018,2018.0,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
TV Show,Age of Tanks,"Germany, France, Russia",10-11-2018,2017.0,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",Netflix
Movie,"All's Well, End's Well (2009)",Hong Kong,09-11-2018,2009.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Lommbock,Germany,09-11-2018,2017.0,TV-MA,"Comedies, International Movies",Netflix
TV Show,Medal of Honor,United States,09-11-2018,2018.0,TV-MA,"Docuseries, TV Dramas",Netflix
Movie,Outlaw King,"United Kingdom, United States",09-11-2018,2018.0,R,"Action & Adventure, Dramas",Netflix
TV Show,Super Drags,Brazil,09-11-2018,2018.0,TV-MA,"International TV Shows, TV Comedies",Netflix
TV Show,The Queen of Flow,Colombia,09-11-2018,2018.0,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix
TV Show,Treehouse Detectives,"South Korea, United States",09-11-2018,2018.0,TV-Y,"Kids' TV, TV Thrillers",Netflix
TV Show,Westside,United States,09-11-2018,2018.0,TV-MA,Reality TV,Netflix
TV Show,Transfers,"France, Belgium",08-11-2018,2017.0,TV-MA,"Crime TV Shows, International TV Shows, TV Sci-Fi & Fantasy",Netflix
TV Show,Damnation,United States,07-11-2018,2017.0,TV-MA,"Crime TV Shows, TV Dramas",Netflix
Movie,Bucket List,India,05-11-2018,2018.0,TV-14,"Dramas, International Movies",Netflix
Movie,John Leguizamo's Latin History for Morons,United States,05-11-2018,2018.0,TV-MA,Stand-Up Comedy,Netflix
TV Show,Kopitiam,Malaysia,03-11-2018,2003.0,TV-14,"International TV Shows, TV Comedies",Netflix
Movie,Ana e VitÃ³ria,Brazil,02-11-2018,2018.0,TV-MA,"Comedies, International Movies, LGBTQ Movies",Netflix
TV Show,Brainchild,,02-11-2018,2018.0,TV-G,Kids' TV,Netflix
Movie,ReMastered: Tricky Dick & The Man in Black,United States,02-11-2018,2018.0,TV-14,"Documentaries, Music & Musicals",Netflix
Movie,The Holiday Calendar,United States,02-11-2018,2018.0,TV-G,"Dramas, Romantic Movies",Netflix
Movie,The Other Side of the Wind,"France, Iran, United States",02-11-2018,2018.0,R,"Classic Movies, Dramas, Independent Movies",Netflix
Movie,Theyâll Love Me When Iâm Dead,United States,02-11-2018,2018.0,TV-MA,Documentaries,Netflix
Movie,Aagey Se Right,India,01-11-2018,2009.0,TV-14,"Comedies, International Movies, Music & Musicals",Netflix
Movie,Aamir,India,01-11-2018,2008.0,TV-14,"International Movies, Thrillers",Netflix
Movie,ABCD 2,India,01-11-2018,2015.0,TV-14,"Dramas, International Movies, Music & Musicals",Netflix
Movie,ABCD: Any Body Can Dance,India,01-11-2018,2013.0,TV-14,"Dramas, International Movies",Netflix
Movie,Arjun: The Warrior Prince,India,01-11-2018,2011.0,TV-14,"Action & Adventure, Dramas, International Movies",Netflix
Movie,Asees,India,01-11-2018,2018.0,TV-14,"Dramas, International Movies, Music & Musicals",Netflix
Movie,Barfi!,India,01-11-2018,2012.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,Chance Pe Dance,India,01-11-2018,2010.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,Christmas With A View,Canada,01-11-2018,2018.0,TV-PG,"International Movies, Romantic Movies",Netflix
Movie,Chup Chup Ke,India,01-11-2018,2006.0,TV-14,"Comedies, Dramas, International Movies",Netflix
TV Show,Creators,Argentina,01-11-2018,2015.0,TV-Y,"Kids' TV, Spanish-Language TV Shows",Netflix
Movie,Dhan Dhana Dhan Goal,"United Kingdom, India",01-11-2018,2007.0,TV-14,"Dramas, International Movies, Music & Musicals",Netflix
